id,topic,difficulty,concept,question,mediaType,mediaUrl,mediaSource,optionA,optionB,optionC,optionD,correctAnswer,explanation
ca-b-010,Camera Angles,Beginner,Identification,What camera angle is this?,image,https://asset.eyecannndy.com/media/clip/2024/01/13/261705127688.webp,"""Eyecandy - Dogtooth by Tyler the Creator""",Low angle,Over the body,Eye level angle,Overhead,D,"This is an overhead shot, and is taken from way up high, looking down on your subject and a good amount of the scenery surrounding them. This can create a great sense of scale and movement."
ca-b-011,Camera Angles,Beginner,Identification,What camera angle is this?,gif,https://wolfcrow.com/wp-content/uploads/2021/03/POV-Shot-.gif,"""Wolfcrow - Black Christmas""",Shoulder level,Eye level,POV,Fish eye angle,C,This is a POV shot and is captured when the camera shows what the character sees. Famously used in Black Christmas (1974) the POV angle shot was then used to show the Point of View of the killer to create nail biting suspense.
ca-b-012,Camera Angles,Beginner,Identification,What camera angle is this?,gif,https://wolfcrow.com/wp-content/uploads/2021/03/Fish-eye-.gif,"""Wolfcrow""",Fish eye angle,Eye level,High angle,Over the shoulder,A,This is a fish eye angle and it is achieved by using a fish eye lens. Fish eye lenses have an extremely wide focal range ranging from 8-10mm for Super 35mm or 15-16mm for full frame sensors. The Fish eye lenses have heavy distortion towards the ends of the images making it look like as if you are looking out of an orb. The Fish Eye lens camera angle was famous during the 1990s and was used in many hip hop music videos. 
ca-b-013,Camera Angles,Beginner,Identification,What camera angle is this?,gif,https://wolfcrow.com/wp-content/uploads/2021/03/Cowboy-Angle-.gif,"""Wolfcrow""",Crane shot  ,Hip level,Knee level,Cowboy angle,D,"This is the Cowboy angle. The camera shows a hip of one actor and the face of another actor, standing face to face. Popularized by westerns and specially the shootout and quick draw scenes in the said westerns, this angle was used to focus primarily on the gun upholster of one actor and the expressions of another."
ca-b-014,Camera Angles,Beginner,Identification,What camera angle is this?,gif,https://wolfcrow.com/wp-content/uploads/2021/03/Over-the-Shoulder-.gif,"""Wolfcrow""",Eye level,Over the shoulder,Low angle,Over the body,B,"This is the over the shoulder camera angle. It is a widely used camera angle while filming conversations between two characters, and this shot is achieved by placing the camera behind one of the actors and it shows the shoulder of one actor and the face of the other actor. The actors are usually face to face, but some exceptions can be made to show disagreement between the two characters."
ca-b-015,Camera Angles,Beginner,Identification,What camera angle is this?,gif,https://wolfcrow.com/wp-content/uploads/2021/03/Over-the-Body-Angle.gif,"""Wolfcrow""",Fish eye angle,Fallen camera angle,Over the body,High angle,C,"Ths is the over the body camera angle. Similar to the Over the Shoulder angle, the Over the Body angle is achieved when the camera show the body of one actor and the face of another actor, standing face to face."
ca-b-016,Camera Angles,Beginner,Identification,What camera angle is this?,gif,https://wolfcrow.com/wp-content/uploads/2021/03/Upside-Down-Angle-.gif,"""Wolfcrow""",Upside down,Fallen camera angle,Bird's eye view,Dutch angle,A,"This is the upside down angle. Here, the camera angle of the subject seems to be placed upside down. Often times the camera is placed upside down. A movie called Upside Down by Juan Diego Solanas used this camera angle extensively. An iconic example would be the floppy disk heist in Mission Impossible 2. Another stark example of the subject themselves being upside down for a shot is any time Spider-Man descends down to sneakily take out a goon or even the infamous Spider-Man kiss from the first Spider-Man directed by Sam Raimi."
ca-b-017,Camera Angles,Beginner,Identification,What camera angle is this?,gif,https://wolfcrow.com/wp-content/uploads/2021/03/Fallen-Camera.gif,"""Wolfcrow""",Camera flat on the ground,Ground level angle,Worm's eye view,Fallen camera,D,This is the fallen camera angle. This camera angle is used to show a camera that has seemingly fallen on the ground. While it looks random it is actually a meticulously thought out process to film through this camera angle. This angle needs to capture everything important while seeming to fall randomly. Many filmmakers use crash cams for this specific purpose in their films.
ca-b-018,Camera Angles,Beginner,Identification,What camera angle is this?,image,https://www.photographyaxis.com/wp-content/uploads/Worms-Eye-View-Picture.jpg,"""Photography Axis""",Fallen camera,Worm's-eye view,Low angle,Camera flat on the ground,B,This is a worm's-eye view. It's a point of view in photography where the image is captured from a very low angle with the camera pointing toward the top.
ca-b-019,Camera Angles,Beginner,Definition,What is an eye level shot?,image,https://asset.eyecannndy.com/media/clip/2024/05/15/261715812867.webp,"""Eyecandy - Espresso by Sabrina Carpenter""",At subject's eye height,Below subject's eyes,Tilted angle,Above subject's eyes,A,"Eye level positions camera at subject's eye height, creating neutral, natural perspective. Most common angle in filmmaking because it feels normal and unbiased. Neither empowering nor diminishing the subject. Creates sense of equality between viewer and subject, establishing baseline perspective before using other angles for effect."
ca-b-020,Camera Angles,Beginner,Definition,What is a low angle shot?,gif,https://wolfcrow.com/wp-content/uploads/2021/03/Low-anglen-.gif,"""Wolfcrow""",Shot from subject's waist,Shot at ground level,Downward shot,Shot from below looking up at subject,D,"Low angle shoots from below looking up at subject, making them appear larger, more powerful, dominant, or intimidating. Used for heroes, authority figures, or threatening characters. Orson Welles used extreme low angles in 'Citizen Kane,' even digging floors out to achieve the desired effect showing Kane's power and ego."
ca-b-021,Camera Angles,Beginner,Definition,What is a high angle shot?,gif,https://wolfcrow.com/wp-content/uploads/2021/03/High-Angle-.gif,"""Wolfcrow""",Level with tall subjects,Shot from tall building,Overhead only,Shot from above looking down at subject,D,"High angle shoots from above looking down at subject, making them appear smaller, vulnerable, weak, or overwhelmed. Shows power dynamics from position of dominance. 'The Shining' uses high angles to show Danny's vulnerability. Contrasts with low angles showing power—high angles diminish subjects psychologically."
ca-i-001,Camera Angles,Intermediate,Definition,What is a bird's-eye view shot?,gif,https://wolfcrow.com/wp-content/uploads/2021/03/Drone-Shot-1-1.gif,"""Wolfcrow""",Aerial landscape shot,Directly overhead looking straight down,Overhead shot from medium height,Shot of birds,B,"Bird's-eye view shoots from directly overhead looking straight down, creating abstract patterns, showing spatial relationships, or creating god-like omniscient perspective. Wes Anderson uses bird's-eye views extensively for symmetrical compositions. Busby Berkeley pioneered this in musicals, creating kaleidoscopic patterns with dancers."
ca-i-002,Camera Angles,Intermediate,Definition,What is a Dutch angle (canted angle)?,gif,https://wolfcrow.com/wp-content/uploads/2021/03/Dutch-Angle-.gif,"""Wolfcrow""",Very high angle,Camera upside down,Straight horizon,Camera tilted creating diagonal horizon,D,"Dutch angle (canted angle, oblique) tilts camera so horizon is diagonal, creating visual unease, disorientation, or instability. Used in psychological thrillers, horror, and moments of crisis or madness. 'The Third Man' extensively uses Dutch angles for noir atmosphere suggesting moral ambiguity and corruption."
ca-i-003,Camera Angles,Intermediate,Definition,What is a worm's-eye view?,image,https://www.photographyaxis.com/wp-content/uploads/Worms-Eye-View-Picture.jpg,"""Photography Axis""",Underground shot,Shot of dirt,Extreme low angle from ground level looking up,Slightly low angle,C,"Worm's-eye view is extreme low angle from ground or below looking straight up, creating dramatic perspective distortion and making subjects loom overhead. More extreme than standard low angle. Used for monuments, tall buildings, or making subjects appear monumentally powerful. Creates disorientation and awe."
ca-i-004,Camera Angles,Intermediate,Definition,What is a neutral angle?,image,https://m.media-amazon.com/images/M/MV5BMTg4NTI3MDc5N15BMl5BanBnXkFtZTcwNjcxNjUwNA@@._V1_QL75_UX656_.jpg,"""IMDb - Harry Potter and the Goblet of Fire""",No specific angle,"Eye level, straight-on angle without bias",Professional angle,Medium height,B,"Neutral angle positions camera at eye level, straight-on without creative angle choices. Neither high nor low, not tilted. Creates objective, unbiased perspective. Documentary and news often use neutral angles for perceived objectivity. Narrative films use neutral as baseline before introducing expressive angles for specific effects."
